DEPARTMENT|EMPLOYEE_ID|SALARY
D6|10958|11380$
D2|10959|4272$
D2|10960|13345$
D5|10961|6909$
D4|10962|11462$
D1|10963|12581$
D1|10964|5073$
D3|10965|8692$
D6|10966|7633$
D2|10967|12493$
D2|10968|6771$
D3|10969|14842$
D2|10970|8669$
D1|10971|7582$
D1|10972|12531$
D5|10973|9022$
D2|10974|14600$
D4|10975|12521$
D4|10976|8751$
D5|10977|10164$
D6|10978|5623$
D5|10979|9541$
D6|10980|10517$
D5|10981|7608$
D4|10982|14383$
D1|10983|14241$
D4|10984|5102$
D2|10985|8435$
D2|10986|5386$
D4|10987|6659$
D4|10988|11868$
D6|10989|13803$
D4|10990|6981$
D1|10991|5050$
D6|10992|12218$
D2|10993|7035$
D2|10994|11625$
D5|10995|10572$
D5|10996|9987$
D5|10997|10888$
D1|10998|9960$
D2|10999|7468$
D6|11000|14785$
D1|11001|10007$
D3|11002|4070$
D2|11003|13832$
D3|11004|9021$
D5|11005|8033$
D6|11006|11660$
D6|11007|14958$
D5|11008|12291$
D5|11009|4389$
D6|11010|10386$
D3|11011|7388$
D1|11012|5524$
D6|11013|8750$
D4|11014|6799$
D6|11015|12247$
D5|11016|9102$
D3|11017|10659$
D3|11018|14393$
D2|11019|12936$
D6|11020|14007$
D2|11021|14252$
D3|11022|12946$
D3|11023|9831$
D2|11024|14998$
D1|11025|4672$
D5|11026|8056$
D5|11027|9056$
D2|11028|8817$
D5|11029|13079$
D6|11030|10107$
D6|11031|13498$
D5|11032|8288$
D5|11033|5134$
D4|11034|14517$
D6|11035|6434$
D2|11036|12986$
D3|11037|13900$
D2|11038|12124$
D1|11039|9389$
D3|11040|9813$
D5|11041|5386$
D2|11042|8865$
D6|11043|6804$
D5|11044|9522$
D2|11045|9132$
D5|11046|10539$
D1|11047|9847$
D6|11048|13451$
D6|11049|12092$
D3|11050|9369$
D4|11051|4927$
D2|11052|6536$
D5|11053|8315$
D3|11054|4361$
D3|11055|13133$
D3|11056|4760$
D3|11057|9561$
D4|11058|13374$
D1|11059|12533$
D4|11060|8172$
D5|11061|9897$
D2|11062|6832$
D2|11063|5336$
D2|11064|14841$
D4|11065|10654$
D1|11066|6006$
D3|11067|5773$
D1|11068|6974$
D1|11069|4615$
D3|11070|5584$
D4|11071|6950$
D5|11072|14512$
D6|11073|13887$
D5|11074|8401$
D1|11075|12058$
D1|11076|7813$
D2|11077|12386$
D3|11078|10394$
D2|11079|14112$
D5|11080|8173$
D2|11081|8656$
D2|11082|5994$
D3|11083|6995$
D5|11084|12443$
D4|11085|14350$
D1|11086|10614$
D4|11087|9850$
D1|11088|11565$
D3|11089|4520$
D4|11090|4135$
D5|11091|14236$
D6|11092|14873$
D1|11093|14147$
D4|11094|4617$
D3|11095|4399$
D6|11096|8169$
D3|11097|11400$
D2|11098|8633$
D4|11099|8429$
D2|11100|4528$
D6|11101|5933$
D3|11102|4439$
D5|11103|14057$
D5|11104|11283$
D5|11105|14882$
D5|11106|9920$
D5|11107|11818$
D1|11108|12736$
D6|11109|13983$
D5|11110|8419$
D3|11111|13322$
D3|11112|7598$
D2|11113|4212$
D4|11114|10149$
D3|11115|5419$
D5|11116|11575$
D1|11117|14003$
D1|11118|6086$
D5|11119|9285$
D5|11120|10114$
D2|11121|4677$
D2|11122|4697$
D6|11123|13764$
D6|11124|9643$
D2|11125|4428$
D5|11126|4032$
D4|11127|13490$
D2|11128|10744$
D1|11129|8784$
D4|11130|10503$
D4|11131|7867$
D3|11132|14574$
D6|11133|9535$
D3|11134|10194$
D6|11135|4524$
D6|11136|4811$
D1|11137|5359$
D1|11138|12402$
D2|11139|10939$
D2|11140|8140$
D6|11141|13148$
D5|11142|6070$
D4|11143|13638$
D6|11144|14913$
D6|11145|14228$
D1|11146|9607$
D1|11147|13509$
D3|11148|5039$
D4|11149|9932$
D4|11150|5598$
D5|11151|9557$
D1|11152|11712$
D4|11153|5414$
D3|11154|5415$
D6|11155|5989$
D6|11156|12245$
D5|11157|7354$
D4|11158|9699$
D3|11159|12615$
D4|11160|5521$
D4|11161|12344$
D6|11162|4895$
D6|11163|6324$
D1|11164|4636$
D1|11165|9614$
D4|11166|11290$
D3|11167|10711$
D5|11168|6626$
D5|11169|7071$
D2|11170|7335$
D1|11171|6973$
D2|11172|4854$
D4|11173|14821$
D4|11174|13675$
D5|11175|12095$
D1|11176|8506$
D2|11177|11401$
D3|11178|13830$
D5|11179|8193$
D6|11180|8987$
D1|11181|4255$
D2|11182|6239$
D4|11183|7390$
D2|11184|4080$
D3|11185|13543$
D1|11186|8613$
D6|11187|8032$
D6|11188|9068$
D1|11189|12529$
D2|11190|6250$
D4|11191|6588$
D5|11192|13013$
D6|11193|8150$
D4|11194|13191$
D3|11195|7895$
D3|11196|14915$
D3|11197|13470$
D5|11198|4240$
D3|11199|5848$
D1|11200|9857$
D5|11201|7165$
D5|11202|13165$
D3|11203|13359$
D6|11204|4376$
D1|11205|5043$
D1|11206|6276$
D4|11207|8195$
D6|11208|5739$
D5|11209|6140$
D5|11210|14184$
D5|11211|6370$
D4|11212|14741$
D4|11213|10755$
D2|11214|10278$
D6|11215|13095$
D3|11216|7055$
D6|11217|8242$
D6|11218|13008$
D3|11219|8191$
D6|11220|6847$
D2|11221|6733$
D6|11222|9659$
D4|11223|7515$
D6|11224|11946$
D4|11225|11388$
D2|11226|6940$
D3|11227|14241$
D5|11228|10191$
D3|11229|12431$
D4|11230|12566$
D2|11231|5218$
D4|11232|11680$
D4|11233|10948$
D1|11234|8779$
D3|11235|4161$
D4|11236|12655$
D4|11237|7996$
D5|11238|8708$
D2|11239|13161$
D4|11240|11996$
D4|11241|5729$
D2|11242|4904$
D6|11243|7281$
D4|11244|4531$
D3|11245|7837$
D5|11246|14093$
D5|11247|6799$
D6|11248|8946$
D5|11249|13826$
D2|11250|5986$
D1|11251|4776$
D2|11252|6623$
D1|11253|7008$
D3|11254|7938$
D3|11255|5315$
D3|11256|14391$
D2|11257|6821$
D2|11258|13168$
D4|11259|9652$
D1|11260|12314$
D2|11261|12999$
D2|11262|9534$
D4|11263|11789$
D1|11264|10801$
D1|11265|12282$
D1|11266|6908$
D2|11267|14521$
D5|11268|4554$
D1|11269|10806$
D4|11270|10078$
D2|11271|10100$
D2|11272|7031$
D5|11273|4751$
D5|11274|7435$
D5|11275|12262$
D4|11276|7683$
D4|11277|9901$
D5|11278|14666$
D4|11279|6548$
D5|11280|8870$
D3|11281|14556$
D4|11282|11656$
D4|11283|14925$
D3|11284|8614$
D6|11285|10350$
D3|11286|10534$
D6|11287|8261$
D2|11288|4846$
D3|11289|13812$
D3|11290|12681$
D1|11291|4716$
D3|11292|7204$
D5|11293|7834$
D2|11294|8489$
D1|11295|12903$
D2|11296|5381$
D5|11297|5979$
D3|11298|13792$
D5|11299|7565$
D3|11300|13080$
D3|11301|4801$
D4|11302|5288$
D1|11303|5088$
D4|11304|12619$
D2|11305|6913$
D3|11306|5062$
D3|11307|11103$
D5|11308|11997$
D6|11309|4200$
D2|11310|12559$
D5|11311|12419$
D3|11312|10591$
D5|11313|14353$
D6|11314|6496$
D4|11315|9910$
D3|11316|13974$
D4|11317|13783$
D1|11318|12554$
D2|11319|13612$
D2|11320|5002$
D2|11321|12574$
D2|11322|11290$
D6|11323|7424$
D5|11324|4181$
D2|11325|10992$
D5|11326|4043$
D4|11327|4038$
D3|11328|10343$
D2|11329|7933$
D5|11330|10694$
D4|11331|4570$
D6|11332|7377$
D1|11333|11479$
D1|11334|7212$
D1|11335|5205$
D2|11336|14232$
D5|11337|11324$
D5|11338|6167$
D5|11339|12568$
D3|11340|11116$
D4|11341|13901$
D5|11342|9854$
D2|11343|14348$
D3|11344|13868$
D5|11345|5483$
D3|11346|7780$
D1|11347|14540$
D2|11348|4257$
D2|11349|6896$
D5|11350|4701$
D6|11351|6284$
D1|11352|7926$
D1|11353|14087$
D6|11354|5416$
D4|11355|11203$
D2|11356|7786$
D1|11357|5300$
D4|11358|7316$
D1|11359|8480$
D4|11360|12269$
D2|11361|9444$
D1|11362|4244$
D3|11363|5819$
D1|11364|7950$
D4|11365|7436$
D5|11366|4593$
D5|11367|12819$
D1|11368|12177$
D2|11369|10554$
D6|11370|7971$
D1|11371|10055$
D1|11372|14913$
D2|11373|11126$
D2|11374|4701$
D6|11375|7986$
D4|11376|12511$
D5|11377|7235$
D4|11378|6465$
D3|11379|6985$
D6|11380|10716$
D6|11381|14874$
D3|11382|9784$
D4|11383|5979$
D1|11384|5044$
D1|11385|8029$
D2|11386|5363$
D1|11387|8801$
D3|11388|8917$
D1|11389|14707$
D5|11390|13291$
D5|11391|7677$
D1|11392|9149$
D3|11393|9942$
D4|11394|6876$
D4|11395|13592$
D1|11396|7063$
D5|11397|9380$
D2|11398|13782$
D3|11399|12610$
D5|11400|4125$
D2|11401|4251$
D1|11402|11883$
D3|11403|13634$
D3|11404|12419$
D2|11405|12300$
D5|11406|5024$
D6|11407|4297$
D6|11408|6352$
D6|11409|11198$
D2|11410|12711$
D3|11411|11164$
D5|11412|9564$
D6|11413|7089$
D2|11414|9324$
D4|11415|6419$
D6|11416|14652$
D1|11417|9367$
D3|11418|10830$
D2|11419|6448$
D6|11420|11250$
D5|11421|8271$
D3|11422|12017$
D5|11423|5416$
D2|11424|10408$
D1|11425|5267$
D2|11426|8664$
D6|11427|12733$
D6|11428|12916$
D1|11429|4420$
D5|11430|8934$
D5|11431|9871$
D2|11432|8755$
D4|11433|5093$
D2|11434|13572$
D6|11435|13948$
D2|11436|11710$
D4|11437|12330$
D3|11438|8417$
D2|11439|8019$
D5|11440|10968$
D5|11441|8567$
D1|11442|12167$
D3|11443|6668$
D6|11444|13264$
D3|11445|8403$
D5|11446|14101$
D3|11447|7420$
D3|11448|12587$
D6|11449|9133$
D2|11450|4903$
D3|11451|6322$
D5|11452|9423$
D1|11453|14184$
D5|11454|7304$
D4|11455|10282$
D6|11456|10514$
D3|11457|10919$
D2|11458|13433$
D3|11459|8757$
D3|11460|5883$
D1|11461|4293$
D1|11462|12561$
D4|11463|4146$
D3|11464|5449$
D4|11465|4920$
D2|11466|9676$
D3|11467|10816$
D5|11468|11166$
D3|11469|4820$
D1|11470|4306$
D1|11471|8825$
D5|11472|8777$
D1|11473|8027$
D5|11474|8617$
D6|11475|14841$
D2|11476|7968$
D3|11477|11120$
D6|11478|11989$
D3|11479|9503$
D5|11480|9359$
D4|11481|8052$
D2|11482|11095$
D3|11483|14360$
D5|11484|4462$
D1|11485|5357$
D3|11486|4196$
D4|11487|11417$
D2|11488|8412$
D2|11489|8940$
D4|11490|14100$
D4|11491|10483$
D1|11492|11754$
D5|11493|4359$
D2|11494|12837$
D1|11495|13524$
D1|11496|13910$
D6|11497|6050$
D1|11498|14870$
D3|11499|8718$
D6|11500|13668$
D1|11501|6233$
D5|11502|11712$
D6|11503|12725$
D2|11504|6062$
D5|11505|10893$
D1|11506|6142$
D1|11507|9181$
D4|11508|12345$
D4|11509|5409$
D1|11510|6674$
D5|11511|14804$
D3|11512|7676$
D6|11513|12494$
D1|11514|10222$
D4|11515|6703$
D2|11516|7848$
D6|11517|6667$
D6|11518|6165$
D1|11519|12627$
D4|11520|12738$
D6|11521|12562$
D5|11522|7113$
D3|11523|8249$
D3|11524|10200$
D4|11525|4229$
D1|11526|6828$
D2|11527|7911$
D6|11528|8954$
D4|11529|13790$
D2|11530|11292$
D2|11531|10920$
D3|11532|11712$
D2|11533|6024$
D3|11534|9924$
D1|11535|14679$
D1|11536|12590$
D6|11537|10529$
D5|11538|5999$
D3|11539|6887$
D5|11540|11730$
D2|11541|4957$
D1|11542|14152$
D2|11543|10144$
D5|11544|13893$
D5|11545|12770$
D3|11546|11012$
D3|11547|4078$
D6|11548|10960$
D3|11549|13973$
D4|11550|13560$
D2|11551|7849$
D3|11552|11756$
D3|11553|13281$
D5|11554|14385$
D6|11555|8865$
D5|11556|6249$
D2|11557|12301$
D3|11558|13124$
D6|11559|10988$
D3|11560|4364$
D2|11561|11173$
D2|11562|10505$
D6|11563|9116$
D3|11564|11785$
D1|11565|13731$
D2|11566|14055$
D3|11567|6642$
D2|11568|14523$
D4|11569|11957$
D5|11570|12711$
D2|11571|11038$
D4|11572|7329$
D2|11573|9327$
D5|11574|8924$
D6|11575|6491$
D3|11576|10688$
D6|11577|11577$
D6|11578|5750$
D3|11579|8321$
D3|11580|11392$
D5|11581|14101$
D4|11582|5688$
D5|11583|10580$
D2|11584|10373$
D2|11585|10004$
D1|11586|4923$
D1|11587|10694$
D4|11588|6489$
D3|11589|9076$
D2|11590|4282$
D6|11591|8706$
D6|11592|8030$
D5|11593|14242$
D6|11594|8771$
D6|11595|5170$
D4|11596|9700$
D5|11597|4345$
D2|11598|12384$
D4|11599|7726$
D1|11600|7388$
D6|11601|9050$
D2|11602|9077$
D3|11603|11325$
D3|11604|12895$
D4|11605|12457$
D2|11606|6748$
D4|11607|7863$
D1|11608|5340$
D5|11609|13411$
D5|11610|8614$
D4|11611|12288$
D6|11612|8942$
D6|11613|8164$
D6|11614|6442$
D6|11615|6851$
D3|11616|11767$
D6|11617|9770$
D2|11618|13878$
D2|11619|5396$
D2|11620|8980$
D2|11621|8154$
D6|11622|8421$
D5|11623|13710$
D5|11624|5130$
D5|11625|10553$
D2|11626|13167$
D3|11627|10850$
D2|11628|11205$
D6|11629|14889$
D2|11630|5329$
D6|11631|9706$
D4|11632|13495$
D4|11633|5995$
D2|11634|12298$
D6|11635|11201$
D1|11636|9811$
D2|11637|8282$
D2|11638|8469$
D2|11639|10516$
D1|11640|10891$
D5|11641|5365$
D1|11642|7905$
D2|11643|10198$
D3|11644|12862$
D3|11645|4973$
D3|11646|6183$
D5|11647|12549$
D2|11648|9955$
D2|11649|12742$
D1|11650|14759$
D1|11651|7126$
D4|11652|13203$
D2|11653|10075$
D3|11654|7895$
D4|11655|9357$
D4|11656|9965$
D3|11657|6202$
D6|11658|8040$
D6|11659|14612$
D1|11660|11069$
D1|11661|5238$
D2|11662|6010$
D3|11663|5453$
D2|11664|5319$
D2|11665|6931$
D5|11666|10549$
D1|11667|14783$
D5|11668|4081$
D2|11669|12003$
D3|11670|8893$
D6|11671|11297$
D2|11672|10051$
D2|11673|9688$
D1|11674|14505$
D4|11675|4923$
D5|11676|12212$
D3|11677|14630$
D2|11678|7101$
D6|11679|14682$
D6|11680|5523$
D1|11681|12659$
D6|11682|11876$
D2|11683|8385$
D5|11684|13844$
D5|11685|8034$
D6|11686|6228$
D3|11687|4377$
D5|11688|6280$
D5|11689|5983$
D3|11690|8799$
D1|11691|14664$
D3|11692|14871$
D3|11693|12393$
D6|11694|12582$
D6|11695|14635$
D1|11696|7955$
D6|11697|10391$
D5|11698|12482$
D5|11699|12379$
D1|11700|6610$
D6|11701|6945$
D5|11702|8300$
D5|11703|14748$
D5|11704|9475$
D4|11705|12867$
D6|11706|12404$
D3|11707|12327$
D6|11708|6684$
D5|11709|12889$
D6|11710|13559$
D5|11711|5194$
D1|11712|6849$
D3|11713|12192$
D4|11714|5285$
D2|11715|10195$
D3|11716|14241$
D1|11717|11306$
D5|11718|6642$
D3|11719|9477$
D4|11720|7087$
D4|11721|7542$
D6|11722|9427$
D2|11723|5640$
D1|11724|6012$
D5|11725|14796$
D3|11726|14481$
D3|11727|8698$
D5|11728|10409$
D1|11729|9085$
D5|11730|14148$
D3|11731|6304$
D4|11732|8122$
D5|11733|14040$
D1|11734|9934$
D1|11735|6139$
D2|11736|11692$
D1|11737|9844$
D1|11738|4114$
D2|11739|13558$
D2|11740|10000$
D1|11741|5442$
D2|11742|10830$
D2|11743|11960$
D2|11744|5334$
D1|11745|5211$
D3|11746|8469$
D1|11747|9632$
D2|11748|6126$
D2|11749|10082$
D4|11750|8766$
D2|11751|5033$
D1|11752|13165$
D5|11753|5837$
D5|11754|7181$
D4|11755|13402$
D1|11756|12894$
D1|11757|6562$
D3|11758|12900$
D1|11759|9274$
D2|11760|9741$
D5|11761|6133$
D5|11762|6678$
D5|11763|7045$
D5|11764|4265$
D3|11765|8709$
D4|11766|13807$
D1|11767|13639$
D2|11768|4283$
D2|11769|9864$
D5|11770|6606$
D3|11771|9661$
D4|11772|4975$
D2|11773|11110$
D6|11774|11575$
D2|11775|10939$
D5|11776|10359$
D4|11777|12851$
D2|11778|12985$
D5|11779|11185$
D3|11780|8141$
D3|11781|10655$
D6|11782|12655$
D3|11783|6845$
D2|11784|8578$
D2|11785|11250$
D6|11786|14780$
D3|11787|12215$
D6|11788|7652$
D2|11789|7023$
D6|11790|8479$
D3|11791|12696$
D5|11792|8438$
D6|11793|8394$
D5|11794|13251$
D4|11795|14032$
D2|11796|13999$
D6|11797|13491$
D1|11798|4665$
D2|11799|5179$
D4|11800|5603$
D6|11801|8221$
D6|11802|4130$
D1|11803|12039$
D5|11804|5627$
D3|11805|8607$
D6|11806|13529$
D4|11807|4315$
D4|11808|8425$
D4|11809|12443$
D1|11810|10356$
D5|11811|8751$
D2|11812|11111$
D1|11813|6322$
D1|11814|12334$
D1|11815|12476$
D6|11816|13968$
D6|11817|5233$
D6|11818|8382$
D2|11819|11785$
D3|11820|5924$
D4|11821|13320$
D1|11822|6598$
D5|11823|5399$
D5|11824|6001$
D3|11825|5618$
D4|11826|7763$
D6|11827|4562$
D4|11828|9661$
D5|11829|5465$
D2|11830|11569$
D2|11831|5909$
D1|11832|7691$
D3|11833|12003$
D5|11834|11159$
D3|11835|10357$
D2|11836|14404$
D6|11837|10456$
D6|11838|12414$
D6|11839|10105$
D5|11840|14715$
D5|11841|6741$
D2|11842|7093$
D6|11843|9438$
D4|11844|5530$
D5|11845|4198$
D6|11846|8197$
D1|11847|4537$
D5|11848|13144$
D4|11849|10921$
D6|11850|13854$
D3|11851|10214$
D4|11852|13203$
D5|11853|14157$
D3|11854|7717$
D2|11855|9040$
D6|11856|4513$
D2|11857|12044$
D5|11858|9928$
D4|11859|9673$
D4|11860|11771$
D4|11861|10862$
D6|11862|12741$
D1|11863|13284$
D4|11864|13177$
D3|11865|7689$
D3|11866|14969$
D6|11867|7513$
D5|11868|8095$
D5|11869|8020$
D3|11870|6065$
D1|11871|9947$
D6|11872|11401$
D2|11873|8165$
D4|11874|9152$
D6|11875|13262$
D4|11876|12666$
D5|11877|6857$
D3|11878|7990$
D5|11879|12158$
D5|11880|11937$
D5|11881|11688$
D4|11882|4525$
D1|11883|6108$
D2|11884|10753$
D6|11885|6826$
D5|11886|9527$
D5|11887|9193$
D2|11888|14518$
D2|11889|4590$
D2|11890|4138$
D4|11891|12478$
D5|11892|9378$
D3|11893|10662$
D5|11894|14439$
D5|11895|4830$
D1|11896|12495$
D2|11897|9603$
D4|11898|14917$
D3|11899|4672$
D2|11900|6009$
D2|11901|11278$
D5|11902|10488$
D3|11903|7447$
D4|11904|5837$
D1|11905|13229$
D5|11906|14466$
D2|11907|4466$
D4|11908|7459$
D2|11909|13154$
D6|11910|12901$
D1|11911|6843$
D2|11912|5970$
D5|11913|10343$
D5|11914|11028$
D3|11915|8361$
D4|11916|8474$
D4|11917|8973$
D6|11918|8401$
D4|11919|13070$
D5|11920|5717$
D4|11921|12995$
D1|11922|13910$
D1|11923|7745$
D4|11924|7302$
D1|11925|13284$
D2|11926|12484$
D4|11927|10927$
D6|11928|7738$
D1|11929|14899$
D2|11930|7719$
D2|11931|4890$
D2|11932|9876$
D1|11933|6071$
D6|11934|7205$
D6|11935|14451$
D1|11936|7478$
D6|11937|14482$
D4|11938|4673$
D4|11939|6200$
D1|11940|12770$
D3|11941|9616$
D6|11942|12532$
D2|11943|7600$
D1|11944|5910$
D3|11945|11415$
D2|11946|14076$
D1|11947|14407$
D5|11948|8362$
D4|11949|14819$
D2|11950|5128$
D3|11951|11204$
D6|11952|14308$
D6|11953|8768$
D4|11954|9213$
D4|11955|14105$
D4|11956|13521$
D3|11957|12390$
D6|11958|12890$
D5|11959|10774$
D5|11960|7112$
D5|11961|14543$
D5|11962|4055$
D3|11963|5954$
D4|11964|12022$
D4|11965|12000$
D1|11966|6251$
D6|11967|7816$
D1|11968|10960$
D1|11969|11294$
D5|11970|12601$
D5|11971|14648$
D5|11972|8559$
D5|11973|11995$
D6|11974|8882$
D3|11975|7709$
D5|11976|4780$
D6|11977|13331$
D5|11978|8630$
D4|11979|9228$
D4|11980|7371$
D2|11981|5877$
D1|11982|7597$
D1|11983|9517$
D1|11984|14212$
D5|11985|12534$
D3|11986|8403$
D4|11987|5929$
D1|11988|9692$
D5|11989|10013$
D5|11990|6338$
D3|11991|6306$
D1|11992|5687$
D5|11993|5062$
D6|11994|8603$
D2|11995|11630$
D2|11996|12145$
D1|11997|9925$
D2|11998|7039$
D4|11999|14295$
D5|12000|4561$
D5|12001|12725$
D4|12002|14998$
D2|12003|10623$
D1|12004|8409$
D3|12005|12143$
D5|12006|5881$
D5|12007|5151$
D1|12008|5678$
D4|12009|13183$
D1|12010|5003$
D3|12011|12573$
D3|12012|14987$
D6|12013|5844$
D6|12014|4449$
D5|12015|9626$
D5|12016|8674$
D6|12017|9746$
D4|12018|4195$
D4|12019|8822$
D1|12020|5821$
D4|12021|4830$
D2|12022|4677$
D3|12023|7196$
D5|12024|8043$
D4|12025|11633$
D6|12026|5187$
D6|12027|4051$
D4|12028|7071$
D5|12029|9326$
D1|12030|11230$
D4|12031|14117$
D4|12032|8285$
D3|12033|13540$
D1|12034|8954$
D6|12035|5359$
D1|12036|6165$
D6|12037|5498$
D1|12038|7240$
D4|12039|13956$
D5|12040|13643$
D6|12041|11682$
D6|12042|13642$
D4|12043|8445$
D6|12044|6212$
D3|12045|14057$
D6|12046|10891$
D1|12047|8711$
D5|12048|9013$
D4|12049|12411$
D1|12050|14035$
D5|12051|9184$
D2|12052|12537$
D2|12053|13526$
D1|12054|8640$
D3|12055|8062$
D3|12056|12084$
D4|12057|9797$
D1|12058|13053$
D4|12059|6557$
D5|12060|8124$
D1|12061|5952$
D6|12062|8966$
D4|12063|14810$
D2|12064|14036$
D3|12065|5546$
D1|12066|8596$
D6|12067|5231$
D6|12068|12281$
D5|12069|6932$
D6|12070|9969$
D1|12071|12530$
D3|12072|9803$
D2|12073|4058$
D1|12074|7584$
D5|12075|14481$
D3|12076|7156$
D2|12077|12078$
D2|12078|8715$
D5|12079|11601$
D2|12080|13396$
D2|12081|13105$
D4|12082|4317$
D4|12083|8561$
D1|12084|11378$
D3|12085|5404$
D3|12086|8669$
D6|12087|10898$
D1|12088|4487$
D2|12089|9363$
D5|12090|7827$
D3|12091|14153$
D2|12092|8050$
D4|12093|4104$
D5|12094|14880$
D2|12095|13282$
D3|12096|14275$
D1|12097|11204$
D6|12098|5026$
D1|12099|4840$
D6|12100|13204$
D3|12101|4985$
D2|12102|11909$
D2|12103|12779$
D3|12104|10613$
D4|12105|10153$
D4|12106|12244$
D3|12107|5529$
D2|12108|11679$
D5|12109|4930$
D4|12110|8427$
D5|12111|9558$
D5|12112|14954$
D6|12113|7767$
D5|12114|7644$
D6|12115|7295$
D1|12116|9650$
D4|12117|7200$
D6|12118|5821$
D3|12119|13824$
D2|12120|5635$
D4|12121|13644$
D6|12122|14761$
D6|12123|4149$
D3|12124|8381$
D3|12125|11097$
D3|12126|7562$
D6|12127|6552$
D4|12128|12047$
D4|12129|11309$
D4|12130|4557$
D4|12131|6560$
D6|12132|10365$
D2|12133|4853$
D3|12134|7080$
D4|12135|13426$
D2|12136|8606$
D4|12137|8351$
D5|12138|9694$
D3|12139|7982$
D2|12140|6823$
D2|12141|10250$
D4|12142|6027$
D2|12143|10641$
D5|12144|9514$
D6|12145|8995$
D4|12146|7801$
D2|12147|11487$
D2|12148|11666$
D1|12149|12626$
D3|12150|8007$
D4|12151|9585$
D6|12152|5250$
D5|12153|5967$
D5|12154|11426$
D5|12155|7821$
D4|12156|13647$
D3|12157|6307$
D6|12158|11097$
D4|12159|12533$
D2|12160|14464$
D1|12161|9982$
D4|12162|11664$
D1|12163|11356$
D1|12164|7058$
D5|12165|6093$
D3|12166|7382$
D4|12167|7899$
D2|12168|11223$
D5|12169|9748$
D1|12170|7985$
D1|12171|4149$
D5|12172|4074$
D3|12173|10089$
D2|12174|7138$
D2|12175|14357$
D5|12176|7062$
D5|12177|7101$
D6|12178|9896$
D5|12179|8040$
D6|12180|14927$
D4|12181|4276$
D1|12182|6955$
D5|12183|11047$
D3|12184|6644$
D5|12185|7524$
D4|12186|7182$
D1|12187|11011$
D4|12188|8638$
D6|12189|12623$
D2|12190|14813$
D1|12191|12203$
D4|12192|13545$
D1|12193|7130$
D5|12194|6873$
D3|12195|4211$
D4|12196|7663$
D5|12197|4378$
D5|12198|13136$
D5|12199|14949$
D1|12200|5099$
D2|12201|11509$
D2|12202|6336$
D1|12203|4360$
D3|12204|8553$
D2|12205|12241$
D1|12206|11757$
D1|12207|13041$
D6|12208|9363$
D6|12209|7192$
D5|12210|10186$
D2|12211|12293$
D4|12212|4291$
D2|12213|13915$
D3|12214|13340$
D3|12215|4772$
D1|12216|6064$
D1|12217|14584$
D1|12218|11862$
D3|12219|8890$
D5|12220|14785$
D3|12221|6256$
D1|12222|6666$
D6|12223|11938$
D6|12224|10398$
D5|12225|6449$
D5|12226|4000$
D1|12227|12638$
D5|12228|4065$
D3|12229|12913$
D6|12230|7722$
D4|12231|6038$
D5|12232|5769$
D6|12233|7934$
D6|12234|4705$
D5|12235|14563$
D2|12236|13482$
D5|12237|7559$
D4|12238|10708$
D3|12239|6326$
D1|12240|13022$
D3|12241|9314$
D3|12242|12156$
D1|12243|10373$
D5|12244|8514$
D5|12245|14334$
D2|12246|14038$
D1|12247|8288$
D1|12248|8668$
D1|12249|14809$
D2|12250|9349$
D6|12251|11981$
D5|12252|8128$
D5|12253|14757$
D3|12254|14832$
D4|12255|9135$
D1|12256|5971$
D5|12257|14095$
D2|12258|13435$
D5|12259|4875$
D5|12260|7208$
D3|12261|8729$
D3|12262|12608$
D6|12263|8051$
D5|12264|7688$
D6|12265|5655$
D5|12266|9108$
D2|12267|8764$
D5|12268|6623$
D3|12269|12676$
D6|12270|9961$
D5|12271|12607$
D3|12272|13929$
D2|12273|12702$
D1|12274|4384$
D3|12275|6839$
D2|12276|8939$
D6|12277|8929$
D3|12278|10257$
D6|12279|11254$
D6|12280|11885$
D4|12281|9775$
D5|12282|12787$
D3|12283|5574$
D6|12284|5534$
D4|12285|8668$
D3|12286|7493$
D3|12287|14657$
D5|12288|10974$
D4|12289|14042$
D1|12290|5589$
D1|12291|4828$
D6|12292|5365$
D3|12293|9903$
D3|12294|13655$
D1|12295|9488$
D4|12296|12629$
D6|12297|10882$
D3|12298|12511$
D4|12299|10148$
D5|12300|7611$
D5|12301|9197$
D2|12302|11286$
D6|12303|4256$
D3|12304|10278$
D3|12305|4091$
D6|12306|10418$
D6|12307|8793$
D2|12308|4312$
D6|12309|9593$
D3|12310|12168$
D1|12311|11233$
D3|12312|10332$
D2|12313|6135$
D4|12314|12729$
D5|12315|12784$
D1|12316|6297$
D4|12317|9897$
D2|12318|10368$
D5|12319|5009$
D2|12320|9471$
D5|12321|8900$
D2|12322|4428$
D6|12323|5102$
D3|12324|6986$
D5|12325|4454$
D6|12326|5275$
D2|12327|12915$
D5|12328|7186$
D6|12329|11941$
D6|12330|12183$
D4|12331|14855$
D6|12332|6559$
D1|12333|14481$
D5|12334|9871$
D2|12335|11129$
D1|12336|6705$
D2|12337|10375$
D4|12338|12453$
D3|12339|13189$
D5|12340|11171$
D4|12341|4487$
D1|12342|5860$
D3|12343|14205$
D3|12344|5104$
D6|12345|6954$
D1|12346|14295$
D5|12347|5204$
D3|12348|8731$
D1|12349|10883$
D6|12350|12209$
D6|12351|14893$
D5|12352|7586$
D4|12353|6175$
D4|12354|7995$
